Item,Details,,,Unit Cost,Filament Used,,Cost per gram,,Print Time,        ,Total Cost
Filament    ,Bambu Lab Orange PLA ,,,$34.99 ,63.77g,,$0.035/g,,1h 51min,,$2.23 
